url,recordist,Country,Dpto,locality,date,latitude,longitude,species,scientific_name,iris,sex,lifestage
https://www.inaturalist.org/observations/14975350,Gordon Karre,Ecuador,,"Unnamed Road, Ecuador",2018-07-03,-0.1117,-78.5849,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/18144171,SimonS6 Birding,Colombia,Caldas,"Villamaría, Villamaría, Caldas, CO",2018-11-03,5.0243,-75.3639,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/22980574,Edison Ocaña,Ecuador,,RUMILOMA,2016-07-23,-0.1756,-78.5272,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/33572081,David Torres,Ecuador,Quito,"Distrito Metropolitano de Quito, Ecuador",2019-09-28,-0.1155,-78.5841,Pipreola arcuata,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/35633900,Michael Woodruff,Ecuador,,"Unnamed Road, Ecuador",2007-03-08,-0.1117,-78.5849,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/36911938,,Ecuador,,"Quijos, Ecuador",2019-04-29,-0.3761,-78.0767,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/37742219,Joao Quental,Colombia,Caldas,"Villamaría, Departamento de Caldas, CO",2019-11-13,5.0262,-75.3677,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/37797553,Guillermo Nagy Aramacao Tours,Colombia,Caldas,"Manizales, Caldas, Colombia El Bosque",2019-07-17,5.0237,-75.3659,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/40741560,David Monroy R,Colombia,,Hacienda El Bosque,2019-09-01,5.0247,-75.3695,Pipreola arcuata arcuata,Pipreola arcuata arcuata,brown,male,adult
https://www.inaturalist.org/observations/41900816,Thibaud Aronson,Perú,,PNYC - San Alberto,2020-03-15,-10.5560,-75.3519,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/42003120,Mickaël Villemagne,Perú,,"Province de Huánuco, Pérou",2014-11-19,-9.7261,-76.1033,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/42582698,David Weaver,Ecuador,Quito,"Metropolitan District of Quito, Ecuador",2018-11-29,-0.1024,-78.6066,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/45274977,David Weaver,Ecuador,,"Quijos, Ecuador",2017-12-15,-0.3823,-78.0709,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/46499761,Eduardo Obando,Ecuador,,"Pimampiro, Ecuador",2018-05-05,0.2596,-77.9898,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/47474878,Oscar Arévalo Borja,Ecuador,Quito,"Distrito Metropolitano de Quito, Ecuador",2020-01-25,-0.1116,-78.5852,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/47474882,Oscar Arévalo Borja,Ecuador,Quito,"Distrito Metropolitano de Quito, Ecuador",2020-01-25,-0.1119,-78.5850,frutero barrado,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/49887765,David Monroy R,Colombia,Caldas,Hacienda El Bosque,2018-10-20,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/51620684,David Monroy R,Colombia,,"Finca Cortaderal, Santa Rosa de Cabal, Risaralda, Colombia",2020-06-25,4.8559,-75.4843,frutero barrado,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/52645949,Edison Ocaña,Ecuador,,"Limite parque Sumaco, Ecuador",2019-11-21,-0.6214,-77.8299,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/60021850,Christian Nunes,Perú,,"Huanuco, Peru",2009-12-12,-9.7381,-76.1706,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/64142623,Tristan Jobin,Ecuador,,"Palanda Canton, Ecuador",2019-03-19,-4.4325,-78.9754,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/65074777,,Colombia,Caldas,"Manizales, Caldas, Colombia",2019-12-08,5.0219,-75.3611,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/65248776,Nelson Apolo,Ecuador,Pichincha,Zuroloma Birding,2020-11-16,-0.0867,-78.5987,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/66147108,,Ecuador,,"Nono, Ecuador",2020-11-16,-0.0886,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/68530573,Matt Brooks,Ecuador,,"Podocarpus National Park, Loja, Loja, EC",2006-02-13,-4.1143,-79.1700,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/69928895,Ángel Dolón,Ecuador,,"Zamora, Ecuador",2017-10-14,-4.0325,-79.0712,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/76085266,,Ecuador,Quito,"Distrito Metropolitano de Quito, Équateur",2008-09-24,-0.1153,-78.5866,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/90334900,,Colombia,Caldas,"Villamaria, Caldas, CO",2021-08-07,5.0369,-75.3986,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/98265208,Christoph Moning,Ecuador,,"Quijos, Napo, Ecuador",2021-08-22,-0.3810,-78.0697,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/100688956,Eric Carpenter,Ecuador,,"Palanda Canton, Ecuador",2021-10-19,-4.4912,-79.1307,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/102236803,Nelson Apolo,Ecuador,,"Yangana (Arsenio Castillo), Ecuador",2021-08-08,-4.3847,-79.1247,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/102514341,Jairo Cadavid,Colombia,,Hacienda El Bosque,2021-10-16,5.0247,-75.3695,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/103637645,David J Barton,Colombia,Caldas,"Manizales, Caldas, Colombia",2021-12-08,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/107828315,Carlos N. G. Bocos,Colombia,Caldas,"Manizales, Caldas, Colombia",2022-02-22,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/117971016,David Bishop,Ecuador,Quito,"Metropolitan District of Quito, Ecuador",2016-06-02,-0.1091,-78.5877,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/120806334,Stephen Mirick,Ecuador,,"Cuyuja, Ecuador",2020-02-24,-0.3809,-78.0714,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/126982446,OlegRozhko,Perú,,"Уануко, Перу",2021-10-13,-9.5260,-76.2680,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/127773873,Felipe Toro,Colombia,Caldas,"Manizales, Caldas, Colombia",2020-01-18,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/129221173,Josh Vandermeulen,Perú,,"Huanuco, Peru",2022-08-01,-9.7239,-76.1020,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/130579947,Don Wellmann,Colombia,Caldas,"Manizales, Caldas, Colombia",2022-07-20,5.0240,-75.3677,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/131220137,Benoît Segerer,Colombia,,Trail from El Jardin to El Incienso,2022-07-03,-6.9728,-77.6587,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/137258781,,Colombia,Caldas,"Manizales, Caldas, Kolumbien",2022-08-31,5.0251,-75.3640,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/143313169,Nick Moore,Ecuador,,"Palanda Canton, Ecuador",2022-10-30,-4.4926,-79.1295,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/143313171,Nick Moore,Ecuador,,"Palanda Canton, Ecuador",2022-10-30,-4.4926,-79.1295,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/143750292,Rand Rudland,Colombia,,"Parque Nacional Natural Los Nevados, Tolima, Colombia",2022-12-05,4.7897,-75.3764,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/144082275,Christoph Moning,Colombia,Caldas,"Manizales, Caldas, Kolumbien",2022-08-24,5.0237,-75.3653,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/144880584,Dario Taraborelli,Colombia,Caldas,"Hacienda El Bosque, Manizales, Caldas, Colombia",2022-12-21,5.0231,-75.3629,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/147980487,Tom Pavlik,Colombia,,"Cantón palanda vía Valladolid, 190102, Ecuador",2023-01-28,-4.4954,-79.1320,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/148570661,Guy Babineau,Colombia,Caldas,"Vía Panamericana, Manizales, Caldas, Colombia",2023-01-31,5.0225,-75.3684,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/149447706,Bruce Taylor,Colombia,Caldas,"Manizales, Caldas, Colombia",2023-02-14,5.0630,-75.5028,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/150156440,Bram Siebring,Colombia,Caldas,"Manizales, Caldas, Colombia",2023-03-02,5.0235,-75.3649,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/150873016,Elliot Hull,Ecuador,Zamora-Chinchipe,Casa Simpson- Reserva Tapichalaca,2023-03-11,-4.4929,-79.1305,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/151106943,Paul Kingsnorth,Ecuador,Quito,"Metropolitan District of Quito, Ecuador",2009-08-04,-0.1120,-78.5848,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/152373405,William Hull,Ecuador,,"Palanda Canton, Ecuador",2023-03-10,-4.4955,-79.1319,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/152750407,William Hull,Ecuador,,"Palanda Canton, Ecuador",2023-03-11,-4.4875,-79.1268,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/153080462,William Hull,Ecuador,,"Palanda Canton, Ecuador",2023-03-13,-4.4954,-79.1318,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/153511772,,Colombia,,"San José de Isnos, Huila, Colombia",2022-11-27,2.0647,-76.3379,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/153637136,William Hull,Ecuador,,"Palanda Canton, Ecuador",2023-03-16,-4.4894,-79.1257,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/153637138,William Hull,Ecuador,,"Palanda Canton, Ecuador",2023-03-16,-4.4876,-79.1267,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/156994971,Rémi Bigonneau,Ecuador,,"Palanda, Équateur",2023-04-26,-4.4874,-79.1268,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/158417354,Andy Ruiz,Ecuador,,"Loja, Ecuador",2023-04-30,-4.1163,-79.1715,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/161716955,Milton Galvis,Colombia,Cundinamarca,"Guasca, Cundinamarca, Colombia",2023-05-13,4.7271,-73.8475,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/171295962,Daniel S. Cooper,Colombia,Caldas,"Manizales, CO-CL, CO",2023-07-05,5.0234,-75.3649,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/176478182,Attila Oláh,Ecuador,Quito,"Metropolitan District of Quito, Ecuador",2023-05-04,-0.1045,-78.5866,szalagos gyümölcskotinga,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/183860721,Erik Atwell,Ecuador,Quito,"Metropolitan District of Quito, Ecuador",2022-01-19,-0.1091,-78.5855,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/184962942,Cheryl Rosenfeld,Colombia,Caldas,"Vía Manizales - Alto de Letras, Manizales, Caldas, CO",2023-09-15,5.0223,-75.3682,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/185046299,Ryan F. Mandelbaum,Ecuador,,"Cantón palanda vía Valladolid, 190102, Ecuador",2023-02-03,-4.4954,-79.1320,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/185232942,Cheryl Rosenfeld,Colombia,Caldas,"Vía Manizales - Alto de Letras, Manizales, Caldas, CO",2023-09-14,5.0223,-75.3682,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/189005229,,Ecuador,,"Podocarpus National Park, ロハ, ロハ, EC",2023-10-25,-4.1145,-79.1717,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/189571531,,Ecuador,Quito,"Quito, Provincia de Pichincha, EC",2023-10-29,-0.0893,-78.6001,Tværstribet Frugtæder,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/190399290,Luis Yupa,Ecuador,,"Quijos, Ecuador",2023-11-07,-0.3838,-78.0761,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/192006685,,Ecuador,,"Quijos, Ecuador",2023-02-02,-0.3781,-78.0777,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/192012385,,Colombia,Caldas,"Manizales, Caldas, Colombia",2023-11-08,5.0630,-75.5028,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/195319246,María Cristina Córdova,Ecuador,,"Loja, Ecuador",2023-11-18,-4.1202,-79.1661,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/195319247,María Cristina Córdova,Ecuador,,"Loja, Ecuador",2023-11-18,-4.1202,-79.1661,frutero barrado,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/196421225,Don Marsille,Ecuador,Pichincha,"WCJbrown+VH Zuro loma reserva, Parroquia Nono, Ecuador",2023-12-15,-0.0678,-78.5961,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/198766414,Ramiro Mendoza,Ecuador,,"Palanda Canton, Ecuador",2023-02-17,-4.4876,-79.1269,Pipreola arcuata,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/199870902,RJ Baltierra,Perú,,"Huanuco, Peru",2023-11-13,-9.7234,-76.1694,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/199969467,RJ Baltierra,Perú,,"Huanuco, Peru",2023-11-15,-9.7210,-76.0993,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/201403918,Justin Walker,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-03-05,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,juvenil
https://www.inaturalist.org/observations/202784131,Gaell Mainguy,Ecuador,,"Papallacta 150205, Ecuador",2015-03-19,-0.3785,-78.0741,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/203110565,Edwin Múnera Chavarría,,,"Pereira, Risaralda, Colombia",2024-02-26,4.7353,-75.4611,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/205797285,Don Marsille,Ecuador,,"Cantón palanda vía Valladolid, 190102, Ecuador",2024-01-05,-4.4954,-79.1320,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/206613702,Juan Carlos Figueroa,Ecuador,,"Chinchipe, Zamora Chinchipe, EC",2024-04-11,-4.5149,-79.1232,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/216844480,Jorge Montaño,Ecuador,,"Chinchipe, EC-ZC, EC",2024-05-19,-4.4871,-79.1269,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/217106180,Thibaud Aronson,Perú,,"Altos de San Felipe, Cajamarca",2022-12-28,-5.7462,-79.2373,Pipreola arcuata arcuata,Pipreola arcuata arcuata,brown,male,adult
https://www.inaturalist.org/observations/227322253,Adrian Maldonado,Colombia,,"Suratá, Santander, Colombia",2024-06-14,7.4374,-72.9434,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/228929290,Fredy Ramón C.,Ecuador,,"Valladolid, Ecuador",2024-07-01,-4.4890,-79.1276,frutero barrado,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/233910191,Irene,Colombia,Caldas,"El Paraíso, Manizales, Caldas, CO",2024-08-03,5.0234,-75.3649,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/234413738,Bird Explorers,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-08-06,5.0238,-75.3651,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/235805023,,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-07-13,5.0233,-75.3649,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/236387184,,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-07-13,5.0269,-75.3789,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/236390418,Esteban Poveda,Ecuador,,"Baños Canton, Ecuador",2024-08-17,-1.4430,-78.4264,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/236611281,Jimy Andres,Colombia,Caldas,"Hacienda El Bosque, Manizales, Caldas, Colombia",2024-07-30,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/244267289,RITA PATRICIA GREFA SHIGUANGO,Ecuador,,"Nono, Ecuador",2023-10-29,-0.0892,-78.6000,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/248726473,Levi Morris,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-08-30,5.0241,-75.3672,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/249429860,Darrell Parsons,Colombia,Caldas,"El Paraíso, Manizales, Caldas, CO",2024-10-27,5.0218,-75.3584,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/251754042,,Colombia,Caldas,"Hacienda El Bosque, Manizales, Caldas, Colombia",2024-11-08,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/252351287,Darrell Parsons,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-10-27,5.0291,-75.3669,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/252522436,Allen Chartier,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-07-04,5.0231,-75.3650,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/254520537,,Ecuador,Quito,"Quito, Pichincha, EC",2024-11-24,-0.0892,-78.6000,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/256210910,,Colombia,Caldas,"Hacienda el Bosque, Manizales, Caldas, Colombia",2024-11-28,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/256856840,RJ Baltierra,Perú,,"Satipo Province, Peru",2023-11-17,-11.4871,-74.8794,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/257703161,Aske Keiser-Nielsen,Colombia,Caldas,"Manizales, Caldas, Colombia",2025-01-07,5.0234,-75.3651,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/258265780,Mark Price,Colombia,Caldas,"El Paraíso, Manizales, Caldas, CO",2025-01-08,5.0236,-75.3665,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/259391490,Dan Vickers,Colombia,Caldas,"2JFJ+V5G, Manizales, Caldas, Colombia",2024-02-23,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/260771584,,Ecuador,Pichincha,"WC62+GbrownW Zuroloma Birding, Parroquia Nono, Ecuador",2025-01-12,-0.0886,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/263091507,César María Aguilar Gómez,Perú,,"Mariscal Cáceres, Perú",2019-11-06,-6.8433,-77.7003,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/263325284,Alexandre Terrigeol,Ecuador,Quito,"Distrito Metropolitano de Quito, Équateur",2025-01-24,-0.1124,-78.5843,Cotinga barré,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/263556818,Corey Leamy,Colombia,Caldas,"Manizales, Caldas, Colombia",2025-02-11,5.0242,-75.3623,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/263559667,LostInCR,Colombia,Caldas,"Manizales, Caldas, Colombia",2025-01-21,5.0235,-75.3649,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/263946396,Larry H Moore,Colombia,Caldas,"Hacienda El Bosque, Manizales, Caldas, Colombia",2025-02-07,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/268396144,Daniel Garrigues,Colombia,Caldas,"Manizales, Caldas, Colombia",2025-01-19,5.0238,-75.3658,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/268556197,Josh Vandermeulen,Colombia,Caldas,"Manizales, Caldas, Colombia",2025-03-18,5.0234,-75.3649,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/269306421,Josh Vandermeulen,Ecuador,,"Loja, Ecuador",2025-02-15,-4.1146,-79.1741,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/269322500,Josh Vandermeulen,Ecuador,,"Palanda Canton, Ecuador",2025-02-17,-4.4897,-79.1282,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/269322506,Josh Vandermeulen,Ecuador,,"Palanda Canton, Ecuador",2025-02-17,-4.4897,-79.1282,Barred Fruiteater,Pipreola arcuata,brown,female,adult
https://www.inaturalist.org/observations/272010105,RJ Baltierra,Colombia,Caldas,"Manizales, Caldas, Colombia",2025-02-22,5.0253,-75.3664,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/276768257,Jovany Ramón,Ecuador,,"Valladolid, Ecuador",2025-04-29,-4.4875,-79.1266,frutero barrado,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/279583113,Stephen John Davies,Colombia,Caldas,"Manizales, Caldas, Colombia",2024-11-11,5.0238,-75.3653,Barred Fruiteater,Pipreola arcuata,brown,male,adult
https://www.inaturalist.org/observations/63988469,Thibaud Aronson,Perú,,Cueva Blanca - Santa Bárbara,2020-08-02,-10.3813,-75.6354,Barred Fruiteater,Pipreola arcuata,brown,male,adult
426584781,Jorge Novoa - CORBIDI,Peru,Piura,"Choro Blanco-5.13770, -79.40358",2022-03-11,-5.1377,-79.4036,Barred Fruiteater,Pipreola arcuata,brown,male,adult
256473471,Thibaud Aronson,Peru,Pasco,Camino Cueva Blanca-Santa Barbara,2020-08-02,-10.3639,-75.5984,Barred Fruiteater,Pipreola arcuata,brown,male,adult
619571377,Steve Ogle,Peru,Huánuco,Carpish Tunnel (Valqui D5.1),2024-04-17,-9.7198,-76.0990,Barred Fruiteater,Pipreola arcuata,brown,male,adult
140605451,Roger Ahlman,Ecuador,Imbabura,Nueva America road from paramo to 3400 m on east side,2019-02-13,0.2898,-78.0132,Barred Fruiteater,Pipreola arcuata,brown,male,adult
394710401,Andres Vasquez Noboa,Ecuador,Pichincha,Reserva Zuro Loma,2021-12-09,-0.0887,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,male,adult
397606791,Santiago Salazar,Ecuador,Pichincha,Reserva Zuro Loma,2021-12-13,-0.0887,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,male,adult
632604966,RJ Baltierra,Colombia,Caldas,Hacienda El Bosque,2025-02-22,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
29755041,Roger Ahlman,Ecuador,Pichincha,Reserva Yanacocha,2016-06-02,-0.1118,-78.5847,Barred Fruiteater,Pipreola arcuata,brown,female,adult
398961251,Joachim Bertrands | Ornis Birding Expeditions,Colombia,Caldas,Hacienda El Bosque,2021-11-24,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,female,adult
369426631,Jeff Maw,Ecuador,Pichincha,Reserva Zuro Loma,2021-09-01,-0.0887,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,male,adult
184062701,Mathurin Malby,Colombia,Caldas,Hacienda El Bosque,2019-07-26,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
204896421,Dušan Brinkhuizen,Ecuador,Zamora-Chinchipe,Reserva Tapichalaca y Casa Simpson,2007-12-09,-4.4950,-79.1323,Barred Fruiteater,Pipreola arcuata,brown,male,adult
632034528,François Hamel,Colombia,Caldas,Hacienda El Bosque,2025-02-24,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,male,adult
622869682,Oriol Miquel,Colombia,Caldas,Hacienda El Bosque,2024-07-15,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,hembra,adult
622869682,Oriol Miquel,Colombia,Caldas,Hacienda El Bosque,2024-07-15,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,macho,adult
537954431,Iain Robson,Colombia,Caldas,Hacienda El Bosque,2023-01-18,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,female,adult
602040481,Juan Lopez (www.juanlopezbirdtours.com),Colombia,Caldas,Hacienda El Bosque,2023-07-05,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,female,adult
506079611,Alex Luna,Ecuador,Pichincha,Reserva Zuro Loma,2022-11-21,-0.0887,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,female,adult
559457501,Daniel Martínez,Ecuador,Zamora-Chinchipe,Reserva Tapichalaca y Casa Simpson,2023-04-14,-4.4950,-79.1323,Barred Fruiteater,Pipreola arcuata,brown,male,adult
492341181,Michel Gutierrez,Colombia,Caldas,Hacienda El Bosque,2022-02-15,5.0247,-75.3695,Barred Fruiteater,Pipreola arcuata,brown,female,adult
454296151,Dario Hipo,Ecuador,Pichincha,Reserva Zuro Loma,2022-05-14,-0.0887,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,male,adulto
454296151,Dario Hipo,Ecuador,Pichincha,Reserva Zuro Loma,2022-05-14,-0.0887,-78.5998,Barred Fruiteater,Pipreola arcuata,brown,male,juvenil
